V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q13,Q3,Q12,Q4,Q10,Q6_1,Q6_2,Q6_3,Q6_3_TEXT,Q6_4,Q5_1,Q5_2,Q5_3,Q5_3_TEXT,Q5_5,Q5_8,LocationLatitude,LocationLongitude,LocationAccuracy,
R_5dokaoG4TVkQPyJ,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:40:50,2016-08-26 12:40:56,1,1,52,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_bDawdYhIQcPCCdT,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:42:08,2016-08-26 12:42:17,1,1,65,3,6,1,2,"Table 1 had a ""base"" column, but I interpreted this to mean the base measurements once patients had entered each randomized chamber (i.e., they received the treatment).",,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_7OkCoXrnKMDSw97,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:43:08,2016-08-26 12:43:16,1,1,74,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_1B2sncU2jME8LrL,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:44:45,2016-08-26 12:44:54,1,1,109,3,6,1,1,,,,1,Characteristics of the participants of the three groups are / presented in Table 1. Group 1HEX achieved significantly / (P = 0.025) lower VO2peak at baseline test than / 2HEX.,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_aWqeI1OOKaVX3Lf,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:46:19,2016-08-26 12:46:27,1,1,120,3,6,1,1,"Researchers claim that the effects of one of the interventions is known, so I interpreted this intervention as a control.",,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_2o915VdcipY2eG1,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:47:11,2016-08-26 12:47:18,1,1,146,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_4SDM984QOE70Q73,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:48:25,2016-08-26 12:48:33,1,1,163,3,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_cvkKYbfPUZDRfDv,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:50:06,2016-08-26 12:50:13,1,1,172,3,6,1,1,,,,,,,,,,,1,,45.020294189453,-93.245002746582,-1,
R_3frh0I2ssJ9rXil,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:51:05,2016-08-26 12:51:15,1,1,176,3,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_a3GGXjqnRsgHdGJ,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:51:54,2016-08-26 12:52:04,1,1,189,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_cYzVAcyugG0u1HT,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:53:15,2016-08-26 12:53:24,1,1,190,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_8IatRNoQ8TMmQOp,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:54:51,2016-08-26 12:54:59,1,1,202,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_bJb1H6VZeo9X5rv,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:55:48,2016-08-26 12:55:56,1,1,204,3,6,1,1,"One of the most frequently applied recovery interventions / in canoeing is active recovery, / Recently, the use of cooling vests has increased and / several countries have adopted this strategy as a method",,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_1RguYGEqeJuqCEZ,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:56:42,2016-08-26 12:56:54,1,1,211,3,6,1,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_1C9jXpt4Eb5U68Z,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 12:57:42,2016-08-26 12:57:49,1,1,212,3,6,1,1,A randomized controlled trial comparing glycerol ingestion with sports drinks and / water is warranted.,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_6ROl6khJHTaWl81,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:01:25,2016-08-26 13:02:08,1,1,235,3,6,1,1,,,,,,,1,,,,,,44.97590637207,-93.216598510742,-1,
R_8k2Hie6MndywAjb,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:02:43,2016-08-26 13:02:51,1,1,236,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_5ifJoWwQVmzq4Lz,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:03:38,2016-08-26 13:03:49,1,1,239,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_1Rj84dGwBhPmvdP,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:05:35,2016-08-26 13:05:46,1,1,279,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_6nwshCCGI8pXbLL,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:09:33,2016-08-26 13:09:40,1,1,286,3,6,1,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_3vIB1qOUIUm0SWN,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:13:02,2016-08-26 13:13:08,1,1,281,3,1,2,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_39iqC1mJa0YKPGJ,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:13:44,2016-08-26 13:13:52,1,1,289,3,6,1,2,"RCT part of study, subset.",,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_3P2mZuUGpWeD4Ed,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:15:18,2016-08-26 13:15:25,1,1,298,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_ewykVaWBTgxtXcV,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:15:56,2016-08-26 13:16:06,1,1,318,3,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_3dEQBFtgJzapYbz,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:16:50,2016-08-26 13:16:58,1,1,321,3,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_2hpOY878kPI6rk1,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:20:15,2016-08-26 13:20:22,1,1,351,3,6,1,2,SE mentioned but not with respect to group.,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_4TkCfHppBynETc1,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:21:14,2016-08-26 13:21:23,1,1,354,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_5gyISNw8u19c6Al,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:21:57,2016-08-26 13:22:05,1,1,358,3,6,1,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_6V7lhzNeJgT3miF,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:22:53,2016-08-26 13:23:01,1,1,360,3,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_86XhZuOrjxlrF9b,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:23:39,2016-08-26 13:23:47,1,1,375,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_eVQcRNIKDCnsrqJ,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:24:29,2016-08-26 13:24:36,1,1,378,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_1ZC4pe0KdOugJ5H,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:25:27,2016-08-26 13:25:33,1,1,384,3,6,1,1,,,,,,,,,,,1,,45.020294189453,-93.245002746582,-1,
R_4U9PUKuOEfMFeyF,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:26:39,2016-08-26 13:27:10,1,1,398,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_3PjmoaAk7uVEUlL,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:28:17,2016-08-26 13:28:24,1,1,400,3,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_eafij7JLLBnfUZT,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:29:04,2016-08-26 13:29:32,1,1,404,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_6nAWVD1Te54nVUp,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:30:17,2016-08-26 13:30:22,1,1,430,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_e2RTz1xSLmpfqsJ,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:30:54,2016-08-26 13:31:03,1,1,447,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_5vZIvTXBH0r2jWZ,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:31:26,2016-08-26 13:31:32,1,1,457,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_aXZM5Z2hpbUyCkR,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:32:09,2016-08-26 13:32:17,1,1,462,3,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_1zEy5yD8eY7238p,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:32:56,2016-08-26 13:33:03,1,1,470,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_25psdAULCvl6Ned,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:33:29,2016-08-26 13:33:38,1,1,471,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_6mMJ45AWqwL8TyJ,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:34:52,2016-08-26 13:34:59,1,1,473,3,6,1,2,,,,1,"As appropriate, an independentsamples / t-test or its nonparametric equivalent, the Mann– / Whitney U test, was performed on the anthropometric and / the exercise variables to test for significant differences between / boys and girls and between the SRT and the CPET.",,,,,,,,45.020294189453,-93.245002746582,-1,
R_eDtr7T6Ar7n5ep7,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:35:28,2016-08-26 13:35:33,1,1,482,3,6,1,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_6h62lxtFOBLZs6F,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:37:20,2016-08-26 13:37:27,1,1,498,3,6,1,2,,,,1,Resting energy expenditure before exercise in the cold / (1476 T 379 kcalIdj1) and neutral (1346 T 337 kcalIdj1) / environments was not significantly different between trials / (P 9 0.05).,,,,,,,,45.020294189453,-93.245002746582,-1,
R_1MRKMeHCrS8Zmzb,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:37:54,2016-08-26 13:38:01,1,1,499,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_6KZupgj4SdPK3s1,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:38:49,2016-08-26 13:39:00,1,1,509,3,6,1,1,Unclear if analysis by condition was baseline or post-intervention.,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_bfuKQEqR3ENuWpv,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:39:26,2016-08-26 13:39:33,1,1,511,3,6,1,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_eRQDXTHrVfaV7Uh,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:40:12,2016-08-26 13:40:20,1,1,513,3,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_dcHquOW10jJiAzb,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:42:32,2016-08-26 13:42:42,1,1,516,3,6,1,1,,,,1,Peak power output was similarbetween conditions at baseline (P = 0.991),,,1,,,,,45.020294189453,-93.245002746582,-1,
R_1Ly6fTJl7osowfj,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:43:16,2016-08-26 13:43:35,1,1,521,3,6,1,1,,,,,,,,,,,1,,45.020294189453,-93.245002746582,-1,
R_0qhfIUhCPR1DO73,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:44:08,2016-08-26 13:44:13,1,1,526,3,6,1,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_cSkJ7iTDbc7GnC5,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:46:30,2016-08-26 13:46:37,1,1,543,3,6,1,1,,,,,,,,,,,1,,45.020294189453,-93.245002746582,-1,
R_9QPNcGPULJ062uV,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:48:01,2016-08-26 13:48:10,1,1,563,3,6,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_b1kvpZEXUq8n2GV,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:48:38,2016-08-26 13:48:44,1,1,567,3,6,1,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_25KVpx8dKz0xMJT,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:49:15,2016-08-26 13:49:21,1,1,573,3,6,1,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_cYHT14YFWBcv1u5,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:49:56,2016-08-26 13:50:03,1,1,600,1,6,1,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_5dUpGRkYBPTqZkF,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:50:47,2016-08-26 13:50:55,1,1,604,1,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_e4MslTyCSsvf6Rf,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:51:24,2016-08-26 13:51:30,1,1,606,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_2rAQTIodpTXciVL,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:52:56,2016-08-26 13:53:02,1,1,620,1,6,1,1,,,,,,,,,,,1,,45.020294189453,-93.245002746582,-1,
R_e9wG9c8kw2ybQcR,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:53:39,2016-08-26 13:53:45,1,1,668,1,6,1,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_9NaVLn6q2RZXXYF,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:55:34,2016-08-26 13:55:41,1,1,701,1,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_aeMXszTpp5WkoZL,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:56:35,2016-08-26 13:56:42,1,1,704,1,6,1,1,,,,,,,,,,,1,,45.020294189453,-93.245002746582,-1,
R_6szS1IF6RAOgqzP,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:58:16,2016-08-26 13:58:26,1,1,727,1,6,1,2,,,,1,There was no significant difference in the preingestion concentration / of any blood variable between the placebo and / NaHCO3 conditions.,,,,,,,,45.020294189453,-93.245002746582,-1,
R_5tnPgOyJRQTUfdz,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:59:11,2016-08-26 13:59:17,1,1,728,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_6XnJDdnp8kdHZNH,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 13:59:48,2016-08-26 13:59:55,1,1,729,1,6,1,2,,,,1,"At baseline and immediately on / completion of the 30 min of exercise, the free water clearance / in the celecoxib and indomethacin groups was lower / than the placebo group, but this just failed to reach significance / (P   0.06)",,,,,,,,45.020294189453,-93.245002746582,-1,
R_3gDswlhuNK3NOTP,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 14:00:25,2016-08-26 14:00:32,1,1,752,1,6,1,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_5bdt4HSuPU1lekZ,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 14:00:54,2016-08-26 14:01:02,1,1,759,1,6,3,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_aa7j3JBfkNZSlHT,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 14:01:53,2016-08-26 14:01:59,1,1,785,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_0dexxYIITj12pnv,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 14:05:50,2016-08-26 14:05:57,1,1,828,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_3OQPc9dp8cEVQRn,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 14:06:24,2016-08-26 14:06:30,1,1,833,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_cGidTvE9sTZ1vr7,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 14:08:11,2016-08-26 14:08:17,1,1,974,3,6,1,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_9ACf6zcpmOt5UG1,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 14:09:18,2016-08-26 14:09:25,1,1,975,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_bki4THISm2ib5KR,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 14:09:43,2016-08-26 14:09:49,1,1,979,3,6,1,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_eFp5GucPmj7ff2B,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 15:34:29,2016-08-26 15:34:39,1,1,90,3,6,1,2,order of treatment,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_baz1Q8eFjTU6fHv,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 15:38:16,2016-08-26 15:38:22,1,1,118,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_cLPxQU3MgN1EtlX,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 16:04:45,2016-08-26 16:04:51,1,1,195,3,6,1,2,,,,1,No significant differences (p = 0.98) in 24 h dietary intake(food diaries) before the trials was found.,,,,,,,,45.020294189453,-93.245002746582,-1,
R_dnlVi2K3cSGHvNj,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 16:06:22,2016-08-26 16:06:29,1,1,196,3,6,1,1,,,1,,,,,1,,,,,45.020294189453,-93.245002746582,-1,
R_55sCmx7c7vDG2qx,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 16:10:56,2016-08-26 16:11:02,1,1,207,3,6,1,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3f0D55TkfEePehn,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 16:11:58,2016-08-26 16:12:04,1,1,208,3,6,1,2,"Trials were conducted in a randomized and counterbalanced order, with each visit separated by a minimum of 7 days to minimize acclimation effects.",,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_38XA51n3ou56y8t,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 16:14:14,2016-08-26 16:14:21,1,1,213,3,6,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_b8U2kKDE4Lu0vJj,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 16:15:04,2016-08-26 16:15:11,1,1,214,3,6,1,2,,,1,,,,,,,,,,44.97590637207,-93.216598510742,-1,
R_3wJDZGeP7mADBul,Default Response Set,Anonymous,,,131.212.249.212,0,2016-08-26 16:21:30,2016-08-26 16:21:36,1,1,244,3,6,1,2,,,,1,"One-way / ANOVA followed by post hoc t-tests incorporating a Bonferroni / adjustment demonstrated no statistically significant differences between / volunteers participating in the three trials in relation to age, / body mass, body height, peak oxygen uptake, as well as skinfold / thickness of skin and subcutaneous tissue at the VL, TB, and TRAP / (P   0.05).",,,,,,,,45.020294189453,-93.245002746582,-1,
R_egJn2CffqtaoDzv,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-26 20:52:57,2016-08-26 20:53:04,1,1,322,3,6,1,1,,,,,,,,,,,1,,45.020294189453,-93.245002746582,-1,
R_abXhgj9Yr28B6zb,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-26 21:06:43,2016-08-26 21:06:49,1,1,394,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_9zaQb1p61n2cO2h,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 12:02:02,2016-08-27 12:02:10,1,1,453,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_bElZzv1d8sMy6Lb,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 12:09:51,2016-08-27 12:09:58,1,1,467,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_cXWktaMhZ5PfHkp,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 12:11:39,2016-08-27 12:11:47,1,1,483,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_8l9brH9sBJ1PwMZ,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 12:12:48,2016-08-27 12:14:05,1,1,270,3,6,1,2,Unclear if crossover or counter balanced order.,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_8HeYlObBz0OOjqd,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 12:18:38,2016-08-27 12:18:46,1,1,501,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_ePvIiwQ870Lladv,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 12:20:35,2016-08-27 12:20:50,1,1,590,1,6,1,1,,,1,,,,,1,,,,,44.97590637207,-93.216598510742,-1,
R_6rjFzCcXTDfyjop,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 12:24:43,2016-08-27 12:24:53,1,1,724,1,6,1,1,,,,,,,,,,,1,,45.020294189453,-93.245002746582,-1,
R_0dEjYeKgI7t1Lo1,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 12:26:00,2016-08-27 12:26:07,1,1,743,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_dgqy6imlRrdp6F7,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 12:51:15,2016-08-27 12:51:23,1,1,619,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_8qx0inoKdZUpvaR,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 12:53:50,2016-08-27 12:53:57,1,1,624,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_djbN27svx3Ha2fb,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:03:23,2016-08-27 13:03:29,1,1,665,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_020xrdenbdTy61v,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:08:02,2016-08-27 13:08:09,1,1,685,1,6,1,2,,,,1,There was no significant difference between the two pretraining / trials.,,,,,,,,45.020294189453,-93.245002746582,-1,
R_0qAiupb7U5DcSjj,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:17:56,2016-08-27 13:18:01,1,1,720,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_0vTLCECQbNt5W17,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:18:44,2016-08-27 13:18:51,1,1,723,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_6groEuKLuvMjtel,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:19:42,2016-08-27 13:19:49,1,1,725,1,6,1,1,,,,,,,,,,,1,,45.020294189453,-93.245002746582,-1,
R_dhwpElfO3leMyyN,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:23:48,2016-08-27 13:23:53,1,1,747,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_b25tYZ6cNQpcxNz,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:29:20,2016-08-27 13:29:27,1,1,800,1,6,1,2,,,,1,No significant differences in force / sensation were found between CHO and PBO during the / preexercise and halftime testing,,,,,,,,45.020294189453,-93.245002746582,-1,
R_6PzeV4tX2S2ZOKh,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:34:13,2016-08-27 13:34:19,1,1,830,1,6,1,1,,,,,,,1,,,,,,45.020294189453,-93.245002746582,-1,
R_dp1Avi9ESvmOTFX,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:35:27,2016-08-27 13:35:33,1,1,834,1,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_6h9jxmP0m2P0cQZ,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:38:26,2016-08-27 13:38:33,1,1,916,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_9NWRvFZ4kUgGu5n,Default Response Set,Anonymous,,,107.2.100.115,0,2016-08-27 13:41:52,2016-08-27 13:41:58,1,1,965,3,6,1,2,,,1,,,,,,,,,,45.020294189453,-93.245002746582,-1,
R_6AxYAvW8Oo9b8DH,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 20:01:03,2016-08-28 20:01:15,1,3,90,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_24XeNYJI2MJdaux,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 20:06:05,2016-08-28 20:06:15,1,3,118,3,6,1,2,"With crossover trials are they ever going to measure between group differences through statistics?  /  / I did find this line ""LSD post hoc tests were used to determine individual significant differences"" /  / Not sure if this justifies that authors used statistics to compare baseline",,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_eg37OJYCeqOWH0V,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 20:16:29,2016-08-28 20:16:37,1,3,195,3,6,1,2,,,,1,No significant differences (p = 0.98) in 24 h dietary intake (food diaries) before the trials was found. ,,,,,,,,44.804595947266,-93.137100219727,-1,
R_2n8ADK7b4Xc1qKh,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 20:17:19,2016-08-28 20:17:28,1,3,196,3,6,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
R_8G2QfnvuyOzTyxT,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 20:19:19,2016-08-28 20:19:30,1,3,207,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_bmvRynKs3lZVXTf,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 20:20:45,2016-08-28 20:20:53,1,3,208,3,6,1,2,,,1,,,,,,,,,,44.804595947266,-93.137100219727,-1,
R_4VmbNGSCMEJWoJL,Default Response Set,Anonymous,,,107.4.167.91,0,2016-08-28 20:21:38,2016-08-28 20:21:52,1,3,213,3,6,1,1,,,1,,,,,1,,,,,44.804595947266,-93.137100219727,-1,
